NumberOfServers,NumberOfRequests,Lmbda,Eta,AlgCost,DcCost
2,50,0.25,666,1598,1961
2,50,0.25,1056,1712,1961
2,50,0.25,1426,1858,1961
2,50,0.25,1727,1684,1961
2,50,0.25,2013,1722,1961
2,50,0.25,2582,1620,1961
2,50,0.25,2686,1582,1961
2,50,0.25,3068,2346,1961
2,50,0.25,3331,2436,1961
2,50,0.5,0,1612,1961
2,50,0.5,205,1612,1961
2,50,0.5,357,1732,1961
2,50,0.5,666,1704,1961
2,50,0.5,1056,1733,1961
2,50,0.5,1426,1780,1961
2,50,0.5,1727,1706,1961
2,50,0.5,2013,1710,1961
2,50,0.5,2582,1688,1961
2,50,0.5,2686,1744,1961
2,50,0.5,3068,2127,1961
2,50,0.5,3331,2299,1961
2,50,0.75,0,1771,1961
2,50,0.75,205,1771,1961
2,50,0.75,357,1815,1961
2,50,0.75,666,1835,1961
2,50,0.75,1056,1811,1961
2,50,0.75,1426,1823,1961
2,50,0.75,1727,1803,1961
2,50,0.75,2013,1827,1961
2,50,0.75,2582,1799,1961
2,50,0.75,2686,1839,1961
2,50,0.75,3068,2005,1961
2,50,0.75,3331,2105,1961
2,50,1.0,0,1961,1961
2,50,1.0,205,1961,1961
2,50,1.0,357,1961,1961
2,50,1.0,666,1961,1961
2,50,1.0,1056,1961,1961
2,50,1.0,1426,1961,1961
2,50,1.0,1727,1961,1961
2,50,1.0,2013,1961,1961
2,50,1.0,2582,1961,1961
2,50,1.0,2686,1961,1961
2,50,1.0,3068,1961,1961
2,50,1.0,3331,1961,1961
2,50,0.0,0,1330,2162
2,50,0.0,93,1399,2162
2,50,0.0,353,1330,2162
2,50,0.0,759,1566,2162
2,50,0.0,1005,1592,2162
2,50,0.0,1400,1809,2162
2,50,0.0,1844,1642,2162
2,50,0.0,2002,1818,2162
2,50,0.0,2449,1997,2162
2,50,0.0,2662,2153,2162
2,50,0.0,3064,2501,2162
2,50,0.0,3525,2209,2162
2,50,0.25,0,1511,2162
2,50,0.25,93,1541,2162
2,50,0.25,353,1511,2162
2,50,0.25,759,1695,2162
2,50,0.25,1005,1757,2162
2,50,0.25,1400,1577,2162
2,50,0.25,1844,1797,2162
2,50,0.25,2002,1805,2162
2,50,0.25,2449,1895,2162
2,50,0.25,2662,1851,2162
2,50,0.25,3064,2183,2162
2,50,0.25,3525,1663,2162
2,50,0.5,0,1704,2162
2,50,0.5,93,1716,2162
2,50,0.5,353,1704,2162
2,50,0.5,759,1784,2162
2,50,0.5,1005,1836,2162
2,50,0.5,1400,1754,2162
2,50,0.5,1844,1874,2162
2,50,0.5,2002,1864,2162
2,50,0.5,2449,1927,2162
2,50,0.5,2662,1903,2162
2,50,0.5,3064,2016,2162
2,50,0.5,3525,1913,2162
2,50,0.75,0,1943,2162
2,50,0.75,93,1947,2162
2,50,0.75,353,1943,2162
2,50,0.75,759,1975,2162
2,50,0.75,1005,1993,2162
2,50,0.75,1400,1939,2162
2,50,0.75,1844,2017,2162
2,50,0.75,2002,2011,2162
2,50,0.75,2449,2047,2162
2,50,0.75,2662,2027,2162
2,50,0.75,3064,2091,2162
2,50,0.75,3525,2055,2162
2,50,1.0,0,2162,2162
2,50,1.0,93,2162,2162
2,50,1.0,353,2162,2162
2,50,1.0,759,2162,2162
2,50,1.0,1005,2162,2162
2,50,1.0,1400,2162,2162
2,50,1.0,1844,2162,2162
2,50,1.0,2002,2162,2162
2,50,1.0,2449,2162,2162
2,50,1.0,2662,2162,2162
2,50,1.0,3064,2162,2162
2,50,1.0,3525,2162,2162
2,50,0.0,0,1989,1929
2,50,0.0,127,1993,1929
2,50,0.0,426,2245,1929
2,50,0.0,782,2063,1929
2,50,0.0,1129,2011,1929
2,50,0.0,1406,2031,1929
2,50,0.0,1898,2045,1929
2,50,0.0,2149,2245,1929
2,50,0.0,2475,2097,1929
2,50,0.0,3023,2487,1929
2,50,0.0,3230,2059,1929
2,50,0.0,3524,2188,1929
2,50,0.25,0,1914,1929
2,50,0.25,127,1914,1929
2,50,0.25,426,2090,1929
2,50,0.25,782,1960,1929
2,50,0.25,1129,1784,1929
2,50,0.25,1406,1870,1929
2,50,0.25,1898,2128,1929
2,50,0.25,2149,2218,1929
2,50,0.25,2475,2153,1929
2,50,0.25,3023,2282,1929
2,50,0.25,3230,2104,1929
2,50,0.25,3524,2143,1929
2,50,0.5,0,1946,1929
2,50,0.5,127,1946,1929
2,50,0.5,426,2018,1929
2,50,0.5,782,1990,1929
2,50,0.5,1129,1844,1929
2,50,0.5,1406,1960,1929
2,50,0.5,1898,2044,1929
2,50,0.5,2149,2058,1929
2,50,0.5,2475,2080,1929
2,50,0.5,3023,1960,1929
2,50,0.5,3230,1984,1929
2,50,0.5,3524,1945,1929
2,50,0.75,0,1937,1929
2,50,0.75,127,1937,1929
2,50,0.75,426,1967,1929
2,50,0.75,782,1973,1929
2,50,0.75,1129,1917,1929
2,50,0.75,1406,1867,1929
2,50,0.75,1898,1943,1929
2,50,0.75,2149,1967,1929
2,50,0.75,2475,1945,1929
2,50,0.75,3023,1875,1929
2,50,0.75,3230,1915,1929
2,50,0.75,3524,1907,1929
2,50,1.0,0,1929,1929
2,50,1.0,127,1929,1929
2,50,1.0,426,1929,1929
2,50,1.0,782,1929,1929
2,50,1.0,1129,1929,1929
2,50,1.0,1406,1929,1929
2,50,1.0,1898,1929,1929
2,50,1.0,2149,1929,1929
2,50,1.0,2475,1929,1929
2,50,1.0,3023,1929,1929
2,50,1.0,3230,1929,1929
2,50,1.0,3524,1929,1929
2,50,0.0,0,1438,1876
2,50,0.0,130,1682,1876
2,50,0.0,400,1438,1876
2,50,0.0,766,1602,1876
2,50,0.0,1129,1630,1876
2,50,0.0,1602,1544,1876
2,50,0.0,2050,1824,1876
2,50,0.0,2200,2100,1876
2,50,0.0,2559,1870,1876
2,50,0.0,2896,2082,1876
2,50,0.0,3528,1886,1876
2,50,0.0,3735,2188,1876
2,50,0.25,0,1590,1876
2,50,0.25,130,1636,1876
2,50,0.25,400,1590,1876
2,50,0.25,766,1722,1876
2,50,0.25,1129,1786,1876
2,50,0.25,1602,1636,1876
2,50,0.25,2050,1748,1876
2,50,0.25,2200,2004,1876
2,50,0.25,2559,1844,1876
2,50,0.25,2896,2104,1876
2,50,0.25,3528,1814,1876
2,50,0.25,3735,1962,1876
2,50,0.5,0,1818,1876
2,50,0.5,130,1830,1876
2,50,0.5,400,1818,1876
2,50,0.5,766,1874,1876
2,50,0.5,1129,1956,1876
2,50,0.5,1602,1830,1876
2,50,0.5,2050,1864,1876
2,50,0.5,2200,1946,1876
2,50,0.5,2559,1952,1876
2,50,0.5,2896,2006,1876
2,50,0.5,3528,1852,1876
2,50,0.5,3735,1930,1876
2,50,0.75,0,1940,1876
2,50,0.75,130,1942,1876
2,50,0.75,400,1940,1876
2,50,0.75,766,1946,1876
2,50,0.75,1129,1994,1876
2,50,0.75,1602,1942,1876
2,50,0.75,2050,1884,1876
2,50,0.75,2200,1940,1876
2,50,0.75,2559,1934,1876
2,50,0.75,2896,1958,1876
2,50,0.75,3528,1858,1876
2,50,0.75,3735,1940,1876
2,50,1.0,0,1876,1876
2,50,1.0,130,1876,1876
2,50,1.0,400,1876,1876
2,50,1.0,766,1876,1876
2,50,1.0,1129,1876,1876
2,50,1.0,1602,1876,1876
2,50,1.0,2050,1876,1876
2,50,1.0,2200,1876,1876
2,50,1.0,2559,1876,1876
2,50,1.0,2896,1876,1876
2,50,1.0,3528,1876,1876
2,50,1.0,3735,1876,1876
2,50,0.0,0,1622,2396
2,50,0.0,171,1622,2396
2,50,0.0,479,1764,2396
2,50,0.0,858,1838,2396
2,50,0.0,1248,1764,2396
2,50,0.0,1703,1904,2396
2,50,0.0,2236,2146,2396
2,50,0.0,2458,2337,2396
2,50,0.0,3051,2300,2396
2,50,0.0,3516,2294,2396
2,50,0.0,3693,2207,2396
2,50,0.0,4101,2384,2396
2,50,0.25,0,1800,2396
2,50,0.25,171,1800,2396
2,50,0.25,479,1965,2396
2,50,0.25,858,1846,2396
2,50,0.25,1248,1965,2396
2,50,0.25,1703,2040,2396
2,50,0.25,2236,2090,2396
2,50,0.25,2458,2138,2396
2,50,0.25,3051,2389,2396
2,50,0.25,3516,2300,2396
2,50,0.25,3693,2198,2396
2,50,0.25,4101,2258,2396
2,50,0.5,0,2094,2396
2,50,0.5,171,2094,2396
2,50,0.5,479,2220,2396
2,50,0.5,858,2146,2396
2,50,0.5,1248,2220,2396
2,50,0.5,1703,2236,2396
2,50,0.5,2236,2196,2396
2,50,0.5,2458,2248,2396
2,50,0.5,3051,2440,2396
2,50,0.5,3516,2418,2396
2,50,0.5,3693,2290,2396
2,50,0.5,4101,2246,2396
2,50,0.75,0,2336,2396
2,50,0.75,171,2336,2396
2,50,0.75,479,2386,2396
2,50,0.75,858,2318,2396
2,50,0.75,1248,2386,2396
2,50,0.75,1703,2396,2396
2,50,0.75,2236,2316,2396
2,50,0.75,2458,2398,2396
2,50,0.75,3051,2438,2396
2,50,0.75,3516,2374,2396
2,50,0.75,3693,2276,2396
2,50,0.75,4101,2268,2396
2,50,1.0,0,2396,2396
2,50,1.0,171,2396,2396
2,50,1.0,479,2396,2396
2,50,1.0,858,2396,2396
2,50,1.0,1248,2396,2396
2,50,1.0,1703,2396,2396
2,50,1.0,2236,2396,2396
2,50,1.0,2458,2396,2396
2,50,1.0,3051,2396,2396
2,50,1.0,3516,2396,2396
2,50,1.0,3693,2396,2396
2,50,1.0,4101,2396,2396
2,50,0.0,0,1351,2085
2,50,0.0,101,1385,2085
2,50,0.0,400,1351,2085
2,50,0.0,694,1681,2085
2,50,0.0,1082,1673,2085
2,50,0.0,1468,1767,2085
2,50,0.0,1705,1715,2085
2,50,0.0,2304,2093,2085
2,50,0.0,2424,2255,2085
2,50,0.0,2962,2441,2085
2,50,0.0,3137,2260,2085
2,50,0.0,3411,2149,2085
2,50,0.25,0,1461,2085
2,50,0.25,101,1505,2085
2,50,0.25,400,1461,2085
2,50,0.25,694,1533,2085
2,50,0.25,1082,1752,2085
2,50,0.25,1468,1754,2085
2,50,0.25,1705,1596,2085
2,50,0.25,2304,1655,2085
2,50,0.25,2424,2193,2085
2,50,0.25,2962,1742,2085
2,50,0.25,3137,2103,2085
2,50,0.25,3411,2139,2085
2,50,0.5,0,1638,2085
2,50,0.5,101,1624,2085
2,50,0.5,400,1638,2085
2,50,0.5,694,1668,2085
2,50,0.5,1082,1796,2085
2,50,0.5,1468,1768,2085
2,50,0.5,1705,1717,2085
2,50,0.5,2304,1894,2085
2,50,0.5,2424,2010,2085
2,50,0.5,2962,1952,2085
2,50,0.5,3137,1979,2085
2,50,0.5,3411,2108,2085
2,50,0.75,0,1853,2085
2,50,0.75,101,1853,2085
2,50,0.75,400,1853,2085
2,50,0.75,694,1843,2085
2,50,0.75,1082,1899,2085
2,50,0.75,1468,1913,2085
2,50,0.75,1705,1879,2085
2,50,0.75,2304,2003,2085
2,50,0.75,2424,1985,2085
2,50,0.75,2962,2003,2085
2,50,0.75,3137,2005,2085
2,50,0.75,3411,2047,2085
2,50,1.0,0,2085,2085
2,50,1.0,101,2085,2085
2,50,1.0,400,2085,2085
2,50,1.0,694,2085,2085
2,50,1.0,1082,2085,2085
2,50,1.0,1468,2085,2085
2,50,1.0,1705,2085,2085
2,50,1.0,2304,2085,2085
2,50,1.0,2424,2085,2085
2,50,1.0,2962,2085,2085
2,50,1.0,3137,2085,2085
2,50,1.0,3411,2085,2085
2,50,0.0,0,2819,2107
2,50,0.0,128,2671,2107
2,50,0.0,372,2819,2107
2,50,0.0,815,2501,2107
2,50,0.0,1282,2973,2107
2,50,0.0,1556,2445,2107
2,50,0.0,1916,2697,2107
2,50,0.0,2202,2591,2107
2,50,0.0,2912,2607,2107
2,50,0.0,3218,2448,2107
2,50,0.0,3297,2258,2107
2,50,0.0,3831,2590,2107
2,50,0.25,0,2505,2107
2,50,0.25,128,2319,2107
2,50,0.25,372,2505,2107
2,50,0.25,815,2427,2107
2,50,0.25,1282,2547,2107
2,50,0.25,1556,2381,2107
2,50,0.25,1916,2293,2107
2,50,0.25,2202,2345,2107
2,50,0.25,2912,2397,2107
2,50,0.25,3218,2270,2107
2,50,0.25,3297,2184,2107
2,50,0.25,3831,2364,2107
2,50,0.5,0,2162,2107
2,50,0.5,128,2080,2107
2,50,0.5,372,2162,2107
2,50,0.5,815,2186,2107
2,50,0.5,1282,2278,2107
2,50,0.5,1556,2202,2107
2,50,0.5,1916,2228,2107
2,50,0.5,2202,2156,2107
2,50,0.5,2912,2136,2107
2,50,0.5,3218,2071,2107
2,50,0.5,3297,2061,2107
2,50,0.5,3831,2103,2107
2,50,0.75,0,2100,2107
2,50,0.75,128,2068,2107
2,50,0.75,372,2100,2107
2,50,0.75,815,2090,2107
2,50,0.75,1282,2178,2107
2,50,0.75,1556,2134,2107
2,50,0.75,1916,2128,2107
2,50,0.75,2202,2122,2107
2,50,0.75,2912,2076,2107
2,50,0.75,3218,2076,2107
2,50,0.75,3297,2032,2107
2,50,0.75,3831,2060,2107
2,50,1.0,0,2107,2107
2,50,1.0,128,2107,2107
2,50,1.0,372,2107,2107
2,50,1.0,815,2107,2107
2,50,1.0,1282,2107,2107
2,50,1.0,1556,2107,2107
2,50,1.0,1916,2107,2107
2,50,1.0,2202,2107,2107
2,50,1.0,2912,2107,2107
2,50,1.0,3218,2107,2107
2,50,1.0,3297,2107,2107
2,50,1.0,3831,2107,2107
2,50,0.0,0,1682,2451
2,50,0.0,86,1682,2451
2,50,0.0,516,1682,2451
2,50,0.0,1035,1702,2451
2,50,0.0,1298,1896,2451
2,50,0.0,1749,2260,2451
2,50,0.0,2339,2337,2451
2,50,0.0,2587,2250,2451
2,50,0.0,2981,2284,2451
2,50,0.0,3504,2181,2451
2,50,0.0,4053,2165,2451
2,50,0.0,4247,2915,2451
2,50,0.25,0,1853,2451
2,50,0.25,86,1853,2451
2,50,0.25,516,1853,2451
2,50,0.25,1035,1891,2451
2,50,0.25,1298,1929,2451
2,50,0.25,1749,2066,2451
2,50,0.25,2339,2262,2451
2,50,0.25,2587,2202,2451
2,50,0.25,2981,2019,2451
2,50,0.25,3504,2264,2451
2,50,0.25,4053,2092,2451
2,50,0.25,4247,2282,2451
2,50,0.5,0,2065,2451
2,50,0.5,86,2065,2451
2,50,0.5,516,2065,2451
2,50,0.5,1035,2115,2451
2,50,0.5,1298,2089,2451
2,50,0.5,1749,2098,2451
2,50,0.5,2339,2275,2451
2,50,0.5,2587,2255,2451
2,50,0.5,2981,2171,2451
2,50,0.5,3504,2238,2451
2,50,0.5,4053,2136,2451
2,50,0.5,4247,2219,2451
2,50,0.75,0,2297,2451
2,50,0.75,86,2297,2451
2,50,0.75,516,2297,2451
2,50,0.75,1035,2323,2451
2,50,0.75,1298,2303,2451
2,50,0.75,1749,2313,2451
2,50,0.75,2339,2383,2451
2,50,0.75,2587,2387,2451
2,50,0.75,2981,2299,2451
2,50,0.75,3504,2351,2451
2,50,0.75,4053,2267,2451
2,50,0.75,4247,2317,2451
2,50,1.0,0,2451,2451
2,50,1.0,86,2451,2451
2,50,1.0,516,2451,2451
2,50,1.0,1035,2451,2451
2,50,1.0,1298,2451,2451
2,50,1.0,1749,2451,2451
2,50,1.0,2339,2451,2451
2,50,1.0,2587,2451,2451
2,50,1.0,2981,2451,2451
2,50,1.0,3504,2451,2451
2,50,1.0,4053,2451,2451
2,50,1.0,4247,2451,2451
2,50,0.0,0,1419,2351
2,50,0.0,113,1589,2351
2,50,0.0,398,1645,2351
2,50,0.0,741,1541,2351
2,50,0.0,1106,1691,2351
2,50,0.0,1424,1821,2351
2,50,0.0,1803,1948,2351
2,50,0.0,2223,1804,2351
2,50,0.0,2484,2391,2351
2,50,0.0,3033,2326,2351
2,50,0.0,3236,2265,2351
2,50,0.0,3797,2428,2351
2,50,0.25,0,1631,2351
2,50,0.25,113,1785,2351
2,50,0.25,398,1631,2351
2,50,0.25,741,1765,2351
2,50,0.25,1106,1875,2351
2,50,0.25,1424,1815,2351
2,50,0.25,1803,1963,2351
2,50,0.25,2223,1907,2351
2,50,0.25,2484,2199,2351
2,50,0.25,3033,2255,2351
2,50,0.25,3236,2283,2351
2,50,0.25,3797,2064,2351
2,50,0.5,0,1871,2351
2,50,0.5,113,1955,2351
2,50,0.5,398,1871,2351
2,50,0.5,741,1955,2351
2,50,0.5,1106,2039,2351
2,50,0.5,1424,1967,2351
2,50,0.5,1803,2205,2351
2,50,0.5,2223,2027,2351
2,50,0.5,2484,2227,2351
2,50,0.5,3033,2331,2351
2,50,0.5,3236,2269,2351
2,50,0.5,3797,2181,2351
2,50,0.75,0,2075,2351
2,50,0.75,113,2107,2351
2,50,0.75,398,2075,2351
2,50,0.75,741,2107,2351
2,50,0.75,1106,2159,2351
2,50,0.75,1424,2111,2351
2,50,0.75,1803,2289,2351
2,50,0.75,2223,2120,2351
2,50,0.75,2484,2205,2351
2,50,0.75,3033,2292,2351
2,50,0.75,3236,2289,2351
2,50,0.75,3797,2260,2351
2,50,1.0,0,2351,2351
2,50,1.0,113,2351,2351
2,50,1.0,398,2351,2351
2,50,1.0,741,2351,2351
2,50,1.0,1106,2351,2351
2,50,1.0,1424,2351,2351
2,50,1.0,1803,2351,2351
2,50,1.0,2223,2351,2351
2,50,1.0,2484,2351,2351
2,50,1.0,3033,2351,2351
2,50,1.0,3236,2351,2351
2,50,1.0,3797,2351,2351
2,50,0.0,0,1739,2617
2,50,0.0,138,1881,2617
2,50,0.0,549,1739,2617
2,50,0.0,990,1908,2617
2,50,0.0,1363,2197,2617
2,50,0.0,1813,2640,2617
2,50,0.0,2190,2376,2617
2,50,0.0,2739,2894,2617
2,50,0.0,3112,2803,2617
2,50,0.0,3611,2843,2617
2,50,0.0,3916,2443,2617
2,50,0.0,4455,3266,2617
2,50,0.25,0,1971,2617
2,50,0.25,138,2103,2617
2,50,0.25,549,1971,2617
2,50,0.25,990,2065,2617
2,50,0.25,1363,2095,2617
2,50,0.25,1813,2693,2617
2,50,0.25,2190,2517,2617
2,50,0.25,2739,2669,2617
2,50,0.25,3112,2933,2617
2,50,0.25,3611,2961,2617
2,50,0.25,3916,2627,2617
2,50,0.25,4455,2933,2617
2,50,0.5,0,2148,2617
2,50,0.5,138,2238,2617
2,50,0.5,549,2148,2617
2,50,0.5,990,2155,2617
2,50,0.5,1363,2206,2617
2,50,0.5,1813,2555,2617
2,50,0.5,2190,2397,2617
2,50,0.5,2739,2607,2617
2,50,0.5,3112,2725,2617
2,50,0.5,3611,2684,2617
2,50,0.5,3916,2599,2617
2,50,0.5,4455,2589,2617
2,50,0.75,0,2387,2617
2,50,0.75,138,2427,2617
2,50,0.75,549,2387,2617
2,50,0.75,990,2401,2617
2,50,0.75,1363,2427,2617
2,50,0.75,1813,2585,2617
2,50,0.75,2190,2481,2617
2,50,0.75,2739,2583,2617
2,50,0.75,3112,2631,2617
2,50,0.75,3611,2639,2617
2,50,0.75,3916,2625,2617
2,50,0.75,4455,2597,2617
2,50,1.0,0,2617,2617
2,50,1.0,138,2617,2617
2,50,1.0,549,2617,2617
2,50,1.0,990,2617,2617
2,50,1.0,1363,2617,2617
2,50,1.0,1813,2617,2617
2,50,1.0,2190,2617,2617
2,50,1.0,2739,2617,2617
2,50,1.0,3112,2617,2617
2,50,1.0,3611,2617,2617
2,50,1.0,3916,2617,2617
2,50,1.0,4455,2617,2617
2,50,0.0,0,1619,2583
2,50,0.0,192,1619,2583
2,50,0.0,405,1619,2583
2,50,0.0,832,1619,2583
2,50,0.0,1230,1949,2583
2,50,0.0,1648,2209,2583
2,50,0.0,2052,2443,2583
2,50,0.0,2476,2717,2583
2,50,0.0,2947,2807,2583
2,50,0.0,3243,2673,2583
2,50,0.0,3711,2355,2583
2,50,0.0,4094,3008,2583
2,50,0.25,0,1839,2583
2,50,0.25,192,1839,2583
2,50,0.25,405,1839,2583
2,50,0.25,832,1839,2583
2,50,0.25,1230,1995,2583
2,50,0.25,1648,2185,2583
2,50,0.25,2052,2305,2583
2,50,0.25,2476,2747,2583
2,50,0.25,2947,2647,2583
2,50,0.25,3243,2715,2583
2,50,0.25,3711,2460,2583
2,50,0.25,4094,3017,2583
2,50,0.5,0,2089,2583
2,50,0.5,192,2089,2583
2,50,0.5,405,2089,2583
2,50,0.5,832,2089,2583
2,50,0.5,1230,2131,2583
2,50,0.5,1648,2329,2583
2,50,0.5,2052,2345,2583
2,50,0.5,2476,2631,2583
2,50,0.5,2947,2599,2583
2,50,0.5,3243,2662,2583
2,50,0.5,3711,2475,2583
2,50,0.5,4094,2863,2583
2,50,0.75,0,2339,2583
2,50,0.75,192,2339,2583
2,50,0.75,405,2339,2583
2,50,0.75,832,2339,2583
2,50,0.75,1230,2357,2583
2,50,0.75,1648,2447,2583
2,50,0.75,2052,2429,2583
2,50,0.75,2476,2511,2583
2,50,0.75,2947,2589,2583
2,50,0.75,3243,2585,2583
2,50,0.75,3711,2479,2583
2,50,0.75,4094,2697,2583
2,50,1.0,0,2583,2583
2,50,1.0,192,2583,2583
2,50,1.0,405,2583,2583
2,50,1.0,832,2583,2583
2,50,1.0,1230,2583,2583
2,50,1.0,1648,2583,2583
2,50,1.0,2052,2583,2583
2,50,1.0,2476,2583,2583
2,50,1.0,2947,2583,2583
2,50,1.0,3243,2583,2583
2,50,1.0,3711,2583,2583
2,50,1.0,4094,2583,2583
2,50,0.0,0,1660,2213
2,50,0.0,205,1660,2213
2,50,0.0,424,1660,2213
2,50,0.0,845,1818,2213
2,50,0.0,1321,1968,2213
2,50,0.0,1697,2152,2213
2,50,0.0,2103,2086,2213
2,50,0.0,2498,1964,2213
2,50,0.0,3024,2424,2213
2,50,0.0,3335,2414,2213
2,50,0.0,3742,2074,2213
2,50,0.0,4268,2152,2213
2,50,0.25,0,1890,2213
2,50,0.25,205,1890,2213
2,50,0.25,424,1890,2213
2,50,0.25,845,1994,2213
2,50,0.25,1321,1900,2213
2,50,0.25,1697,2076,2213
2,50,0.25,2103,2044,2213
2,50,0.25,2498,2138,2213
2,50,0.25,3024,2152,2213
2,50,0.25,3335,2074,2213
2,50,0.25,3742,2118,2213
2,50,0.25,4268,2306,2213
2,50,0.5,0,2152,2213
2,50,0.5,205,2152,2213
2,50,0.5,424,2152,2213
2,50,0.5,845,2152,2213
2,50,0.5,1321,2162,2213
2,50,0.5,1697,2270,2213
2,50,0.5,2103,2190,2213
2,50,0.5,2498,2310,2213
2,50,0.5,3024,2226,2213
2,50,0.5,3335,2154,2213
2,50,0.5,3742,2304,2213
2,50,0.5,4268,2306,2213
2,50,0.75,0,2238,2213
2,50,0.75,205,2238,2213
2,50,0.75,424,2238,2213
2,50,0.75,845,2200,2213
2,50,0.75,1321,2216,2213
2,50,0.75,1697,2248,2213
2,50,0.75,2103,2226,2213
2,50,0.75,2498,2294,2213
2,50,0.75,3024,2220,2213
2,50,0.75,3335,2206,2213
2,50,0.75,3742,2248,2213
2,50,0.75,4268,2208,2213
2,50,1.0,0,2213,2213
2,50,1.0,205,2213,2213
2,50,1.0,424,2213,2213
2,50,1.0,845,2213,2213
2,50,1.0,1321,2213,2213
2,50,1.0,1697,2213,2213
2,50,1.0,2103,2213,2213
2,50,1.0,2498,2213,2213
2,50,1.0,3024,2213,2213
2,50,1.0,3335,2213,2213
2,50,1.0,3742,2213,2213
2,50,1.0,4268,2213,2213
2,50,0.0,0,1552,2456
2,50,0.0,60,1600,2456
2,50,0.0,425,1552,2456
2,50,0.0,797,1552,2456
2,50,0.0,1338,2446,2456
2,50,0.0,1633,1676,2456
2,50,0.0,2059,2452,2456
2,50,0.0,2366,1980,2456
2,50,0.0,2852,2412,2456
2,50,0.0,3166,2384,2456
2,50,0.0,3544,2932,2456
2,50,0.0,3943,2606,2456
2,50,0.25,0,1804,2456
2,50,0.25,60,1864,2456
2,50,0.25,425,1804,2456
2,50,0.25,797,1804,2456
2,50,0.25,1338,2162,2456
2,50,0.25,1633,1890,2456
2,50,0.25,2059,2014,2456
2,50,0.25,2366,2128,2456
2,50,0.25,2852,2348,2456
2,50,0.25,3166,2206,2456
2,50,0.25,3544,2444,2456
2,50,0.25,3943,2388,2456
2,50,0.5,0,2074,2456
2,50,0.5,60,2128,2456
2,50,0.5,425,2074,2456
2,50,0.5,797,2074,2456
2,50,0.5,1338,2310,2456
2,50,0.5,1633,2188,2456
2,50,0.5,2059,2240,2456
2,50,0.5,2366,2282,2456
2,50,0.5,2852,2508,2456
2,50,0.5,3166,2282,2456
2,50,0.5,3544,2484,2456
2,50,0.5,3943,2454,2456
2,50,0.75,0,2344,2456
2,50,0.75,60,2348,2456
2,50,0.75,425,2344,2456
2,50,0.75,797,2344,2456
2,50,0.75,1338,2458,2456
2,50,0.75,1633,2366,2456
2,50,0.75,2059,2418,2456
2,50,0.75,2366,2404,2456
2,50,0.75,2852,2436,2456
2,50,0.75,3166,2428,2456
2,50,0.75,3544,2470,2456
2,50,0.75,3943,2334,2456
2,50,1.0,0,2456,2456
2,50,1.0,60,2456,2456
2,50,1.0,425,2456,2456
2,50,1.0,797,2456,2456
2,50,1.0,1338,2456,2456
2,50,1.0,1633,2456,2456
2,50,1.0,2059,2456,2456
2,50,1.0,2366,2456,2456
2,50,1.0,2852,2456,2456
2,50,1.0,3166,2456,2456
2,50,1.0,3544,2456,2456
2,50,1.0,3943,2456,2456
2,50,0.0,0,1668,2780
2,50,0.0,139,1668,2780
2,50,0.0,472,1728,2780
2,50,0.0,958,1718,2780
2,50,0.0,1377,2008,2780
2,50,0.0,1682,2168,2780
2,50,0.0,2258,2154,2780
2,50,0.0,2732,1996,2780
2,50,0.0,3125,2352,2780
2,50,0.0,3395,2243,2780
2,50,0.0,3827,2930,2780
2,50,0.0,4290,2802,2780
2,50,0.25,0,1999,2780
2,50,0.25,139,1999,2780
2,50,0.25,472,2005,2780
2,50,0.25,958,2063,2780
2,50,0.25,1377,2019,2780
2,50,0.25,1682,2191,2780
2,50,0.25,2258,2111,2780
2,50,0.25,2732,2183,2780
2,50,0.25,3125,2487,2780
2,50,0.25,3395,2569,2780
2,50,0.25,3827,2398,2780
2,50,0.25,4290,2409,2780
2,50,0.5,0,2325,2780
2,50,0.5,139,2325,2780
2,50,0.5,472,2279,2780
2,50,0.5,958,2333,2780
2,50,0.5,1377,2339,2780
2,50,0.5,1682,2483,2780
2,50,0.5,2258,2401,2780
2,50,0.5,2732,2369,2780
2,50,0.5,3125,2759,2780
2,50,0.5,3395,2818,2780
2,50,0.5,3827,2516,2780
2,50,0.5,4290,2687,2780
2,50,0.75,0,2658,2780
2,50,0.75,139,2658,2780
2,50,0.75,472,2584,2780
2,50,0.75,958,2668,2780
2,50,0.75,1377,2664,2780
2,50,0.75,1682,2738,2780
2,50,0.75,2258,2688,2780
2,50,0.75,2732,2640,2780
2,50,0.75,3125,2850,2780
2,50,0.75,3395,2816,2780
2,50,0.75,3827,2644,2780
2,50,0.75,4290,2808,2780
2,50,1.0,0,2780,2780
2,50,1.0,139,2780,2780
2,50,1.0,472,2780,2780
2,50,1.0,958,2780,2780
2,50,1.0,1377,2780,2780
2,50,1.0,1682,2780,2780
2,50,1.0,2258,2780,2780
2,50,1.0,2732,2780,2780
2,50,1.0,3125,2780,2780
2,50,1.0,3395,2780,2780
2,50,1.0,3827,2780,2780
2,50,1.0,4290,2780,2780
2,50,0.0,0,1382,2166
2,50,0.0,119,1516,2166
2,50,0.0,352,1382,2166
2,50,0.0,697,1606,2166
2,50,0.0,1068,1514,2166
2,50,0.0,1434,2050,2166
2,50,0.0,1745,1760,2166
2,50,0.0,2106,1980,2166
2,50,0.0,2582,2043,2166
2,50,0.0,2777,2226,2166
2,50,0.0,3125,2214,2166
2,50,0.0,3651,2202,2166
