NumberOfServers,NumberOfRequests,Lmbda,Eta,AlgCost,DcCost
2,50,0.0,3114,2220,1978
2,50,0.0,3633,2314,1978
2,50,0.25,0,1469,1978
2,50,0.25,103,1469,1978
2,50,0.25,352,1475,1978
2,50,0.25,709,1901,1978
2,50,0.25,1191,1467,1978
2,50,0.25,1456,1931,1978
2,50,0.25,1793,1788,1978
2,50,0.25,2091,1591,1978
2,50,0.25,2406,1913,1978
2,50,0.25,2773,2026,1978
2,50,0.25,3114,1963,1978
2,50,0.25,3633,1995,1978
2,50,0.5,0,1642,1978
2,50,0.5,103,1642,1978
2,50,0.5,352,1654,1978
2,50,0.5,709,1869,1978
2,50,0.5,1191,1642,1978
2,50,0.5,1456,1889,1978
2,50,0.5,1793,1852,1978
2,50,0.5,2091,1681,1978
2,50,0.5,2406,1936,1978
2,50,0.5,2773,1938,1978
2,50,0.5,3114,1892,1978
2,50,0.5,3633,1962,1978
2,50,0.75,0,1813,1978
2,50,0.75,103,1813,1978
2,50,0.75,352,1817,1978
2,50,0.75,709,1929,1978
2,50,0.75,1191,1813,1978
2,50,0.75,1456,1935,1978
2,50,0.75,1793,1889,1978
2,50,0.75,2091,1853,1978
2,50,0.75,2406,1955,1978
2,50,0.75,2773,1929,1978
2,50,0.75,3114,1953,1978
2,50,0.75,3633,1929,1978
2,50,1.0,0,1978,1978
2,50,1.0,103,1978,1978
2,50,1.0,352,1978,1978
2,50,1.0,709,1978,1978
2,50,1.0,1191,1978,1978
2,50,1.0,1456,1978,1978
2,50,1.0,1793,1978,1978
2,50,1.0,2091,1978,1978
2,50,1.0,2406,1978,1978
2,50,1.0,2773,1978,1978
2,50,1.0,3114,1978,1978
2,50,1.0,3633,1978,1978
2,50,0.0,0,1543,2145
2,50,0.0,161,1697,2145
2,50,0.0,402,1543,2145
2,50,0.0,862,1715,2145
2,50,0.0,1184,1983,2145
2,50,0.0,1594,1903,2145
2,50,0.0,1968,1785,2145
2,50,0.0,2379,2291,2145
2,50,0.0,2914,2489,2145
2,50,0.0,3093,2426,2145
2,50,0.0,3707,2196,2145
2,50,0.0,4218,2411,2145
2,50,0.25,0,1789,2145
2,50,0.25,161,1911,2145
2,50,0.25,402,1789,2145
2,50,0.25,862,2005,2145
2,50,0.25,1184,2083,2145
2,50,0.25,1594,1995,2145
2,50,0.25,1968,1842,2145
2,50,0.25,2379,2133,2145
2,50,0.25,2914,2269,2145
2,50,0.25,3093,2344,2145
2,50,0.25,3707,2184,2145
2,50,0.25,4218,2161,2145
2,50,0.5,0,1995,2145
2,50,0.5,161,1991,2145
2,50,0.5,402,1995,2145
2,50,0.5,862,2085,2145
2,50,0.5,1184,2187,2145
2,50,0.5,1594,1953,2145
2,50,0.5,1968,1923,2145
2,50,0.5,2379,2187,2145
2,50,0.5,2914,2165,2145
2,50,0.5,3093,2175,2145
2,50,0.5,3707,2077,2145
2,50,0.5,4218,2161,2145
2,50,0.75,0,2089,2145
2,50,0.75,161,2063,2145
2,50,0.75,402,2089,2145
2,50,0.75,862,2125,2145
2,50,0.75,1184,2213,2145
2,50,0.75,1594,2027,2145
2,50,0.75,1968,2101,2145
2,50,0.75,2379,2189,2145
2,50,0.75,2914,2159,2145
2,50,0.75,3093,2155,2145
2,50,0.75,3707,2130,2145
2,50,0.75,4218,2247,2145
2,50,1.0,0,2145,2145
2,50,1.0,161,2145,2145
2,50,1.0,402,2145,2145
2,50,1.0,862,2145,2145
2,50,1.0,1184,2145,2145
2,50,1.0,1594,2145,2145
2,50,1.0,1968,2145,2145
2,50,1.0,2379,2145,2145
2,50,1.0,2914,2145,2145
2,50,1.0,3093,2145,2145
2,50,1.0,3707,2145,2145
2,50,1.0,4218,2145,2145
2,50,0.0,0,1435,2243
2,50,0.0,155,1435,2243
2,50,0.0,441,1435,2243
2,50,0.0,824,1575,2243
2,50,0.0,1108,1537,2243
2,50,0.0,1583,1811,2243
2,50,0.0,1872,1923,2243
2,50,0.0,2159,1791,2243
2,50,0.0,2570,2051,2243
2,50,0.0,2971,2537,2243
2,50,0.0,3554,2153,2243
2,50,0.0,3618,2285,2243
2,50,0.25,0,1601,2243
2,50,0.25,155,1601,2243
2,50,0.25,441,1601,2243
2,50,0.25,824,1713,2243
2,50,0.25,1108,1589,2243
2,50,0.25,1583,1629,2243
2,50,0.25,1872,1895,2243
2,50,0.25,2159,1651,2243
2,50,0.25,2570,2073,2243
2,50,0.25,2971,2201,2243
2,50,0.25,3554,2125,2243
2,50,0.25,3618,2033,2243
2,50,0.5,0,1881,2243
2,50,0.5,155,1881,2243
2,50,0.5,441,1881,2243
2,50,0.5,824,1959,2243
2,50,0.5,1108,1939,2243
2,50,0.5,1583,1867,2243
2,50,0.5,1872,2117,2243
2,50,0.5,2159,1797,2243
2,50,0.5,2570,2145,2243
2,50,0.5,2971,2391,2243
2,50,0.5,3554,2309,2243
2,50,0.5,3618,2243,2243
2,50,0.75,0,2075,2243
2,50,0.75,155,2075,2243
2,50,0.75,441,2075,2243
2,50,0.75,824,2135,2243
2,50,0.75,1108,2109,2243
2,50,0.75,1583,2065,2243
2,50,0.75,1872,2205,2243
2,50,0.75,2159,2021,2243
2,50,0.75,2570,2135,2243
2,50,0.75,2971,2301,2243
2,50,0.75,3554,2285,2243
2,50,0.75,3618,2227,2243
2,50,1.0,0,2243,2243
2,50,1.0,155,2243,2243
2,50,1.0,441,2243,2243
2,50,1.0,824,2243,2243
2,50,1.0,1108,2243,2243
2,50,1.0,1583,2243,2243
2,50,1.0,1872,2243,2243
2,50,1.0,2159,2243,2243
2,50,1.0,2570,2243,2243
2,50,1.0,2971,2243,2243
2,50,1.0,3554,2243,2243
2,50,1.0,3618,2243,2243
2,50,0.0,0,1478,2136
2,50,0.0,190,1588,2136
2,50,0.0,409,1478,2136
2,50,0.0,782,1648,2136
2,50,0.0,1205,1610,2136
2,50,0.0,1793,1740,2136
2,50,0.0,1884,2106,2136
2,50,0.0,2327,1898,2136
2,50,0.0,2945,1820,2136
2,50,0.0,3014,2088,2136
2,50,0.0,3334,1914,2136
2,50,0.0,3888,2424,2136
2,50,0.25,0,1676,2136
2,50,0.25,190,1786,2136
2,50,0.25,409,1676,2136
2,50,0.25,782,1672,2136
2,50,0.25,1205,1764,2136
2,50,0.25,1793,1834,2136
2,50,0.25,1884,2018,2136
2,50,0.25,2327,1922,2136
2,50,0.25,2945,1998,2136
2,50,0.25,3014,1890,2136
2,50,0.25,3334,1868,2136
2,50,0.25,3888,2104,2136
2,50,0.5,0,1870,2136
2,50,0.5,190,1958,2136
2,50,0.5,409,1870,2136
2,50,0.5,782,1850,2136
2,50,0.5,1205,1914,2136
2,50,0.5,1793,1894,2136
2,50,0.5,1884,2050,2136
2,50,0.5,2327,2006,2136
2,50,0.5,2945,2044,2136
2,50,0.5,3014,1962,2136
2,50,0.5,3334,1968,2136
2,50,0.5,3888,2012,2136
2,50,0.75,0,2044,2136
2,50,0.75,190,2052,2136
2,50,0.75,409,2044,2136
2,50,0.75,782,2032,2136
2,50,0.75,1205,2068,2136
2,50,0.75,1793,2032,2136
2,50,0.75,1884,2146,2136
2,50,0.75,2327,2058,2136
2,50,0.75,2945,2128,2136
2,50,0.75,3014,2100,2136
2,50,0.75,3334,2036,2136
2,50,0.75,3888,2064,2136
2,50,1.0,0,2136,2136
2,50,1.0,190,2136,2136
2,50,1.0,409,2136,2136
2,50,1.0,782,2136,2136
2,50,1.0,1205,2136,2136
2,50,1.0,1793,2136,2136
2,50,1.0,1884,2136,2136
2,50,1.0,2327,2136,2136
2,50,1.0,2945,2136,2136
2,50,1.0,3014,2136,2136
2,50,1.0,3334,2136,2136
2,50,1.0,3888,2136,2136
2,50,0.0,0,1464,2062
2,50,0.0,101,1504,2062
2,50,0.0,391,1464,2062
2,50,0.0,809,1464,2062
2,50,0.0,1195,1900,2062
2,50,0.0,1492,2022,2062
2,50,0.0,2042,2080,2062
2,50,0.0,2354,2122,2062
2,50,0.0,2621,2054,2062
2,50,0.0,3128,2220,2062
2,50,0.0,3412,2602,2062
2,50,0.0,3761,2474,2062
2,50,0.25,0,1546,2062
2,50,0.25,101,1587,2062
2,50,0.25,391,1546,2062
2,50,0.25,809,1546,2062
2,50,0.25,1195,1608,2062
2,50,0.25,1492,2018,2062
2,50,0.25,2042,1992,2062
2,50,0.25,2354,2002,2062
2,50,0.25,2621,1903,2062
2,50,0.25,3128,2060,2062
2,50,0.25,3412,2122,2062
2,50,0.25,3761,2242,2062
2,50,0.5,0,1696,2062
2,50,0.5,101,1710,2062
2,50,0.5,391,1696,2062
2,50,0.5,809,1696,2062
2,50,0.5,1195,1764,2062
2,50,0.5,1492,1802,2062
2,50,0.5,2042,1798,2062
2,50,0.5,2354,1842,2062
2,50,0.5,2621,1854,2062
2,50,0.5,3128,2056,2062
2,50,0.5,3412,2192,2062
2,50,0.5,3761,1972,2062
2,50,0.75,0,1872,2062
2,50,0.75,101,1868,2062
2,50,0.75,391,1872,2062
2,50,0.75,809,1872,2062
2,50,0.75,1195,1890,2062
2,50,0.75,1492,1930,2062
2,50,0.75,2042,1936,2062
2,50,0.75,2354,1972,2062
2,50,0.75,2621,1924,2062
2,50,0.75,3128,2026,2062
2,50,0.75,3412,2080,2062
2,50,0.75,3761,1996,2062
2,50,1.0,0,2062,2062
2,50,1.0,101,2062,2062
2,50,1.0,391,2062,2062
2,50,1.0,809,2062,2062
2,50,1.0,1195,2062,2062
2,50,1.0,1492,2062,2062
2,50,1.0,2042,2062,2062
2,50,1.0,2354,2062,2062
2,50,1.0,2621,2062,2062
2,50,1.0,3128,2062,2062
2,50,1.0,3412,2062,2062
2,50,1.0,3761,2062,2062
2,50,0.0,0,1267,1856
2,50,0.0,70,1371,1856
2,50,0.0,335,1267,1856
2,50,0.0,647,1427,1856
2,50,0.0,980,1533,1856
2,50,0.0,1385,1401,1856
2,50,0.0,1622,1617,1856
2,50,0.0,1966,2249,1856
2,50,0.0,2231,2369,1856
2,50,0.0,2781,2060,1856
2,50,0.0,2949,2059,1856
2,50,0.0,3190,2293,1856
2,50,0.25,0,1432,1856
2,50,0.25,70,1516,1856
2,50,0.25,335,1432,1856
2,50,0.25,647,1576,1856
2,50,0.25,980,1680,1856
2,50,0.25,1385,1554,1856
2,50,0.25,1622,1626,1856
2,50,0.25,1966,2096,1856
2,50,0.25,2231,1910,1856
2,50,0.25,2781,1842,1856
2,50,0.25,2949,1988,1856
2,50,0.25,3190,1984,1856
2,50,0.5,0,1580,1856
2,50,0.5,70,1602,1856
2,50,0.5,335,1580,1856
2,50,0.5,647,1638,1856
2,50,0.5,980,1704,1856
2,50,0.5,1385,1622,1856
2,50,0.5,1622,1712,1856
2,50,0.5,1966,1912,1856
2,50,0.5,2231,1746,1856
2,50,0.5,2781,1749,1856
2,50,0.5,2949,1808,1856
2,50,0.5,3190,1797,1856
2,50,0.75,0,1702,1856
2,50,0.75,70,1708,1856
2,50,0.75,335,1702,1856
2,50,0.75,647,1724,1856
2,50,0.75,980,1744,1856
2,50,0.75,1385,1718,1856
2,50,0.75,1622,1762,1856
2,50,0.75,1966,1826,1856
2,50,0.75,2231,1760,1856
2,50,0.75,2781,1753,1856
2,50,0.75,2949,1770,1856
2,50,0.75,3190,1791,1856
2,50,1.0,0,1856,1856
2,50,1.0,70,1856,1856
2,50,1.0,335,1856,1856
2,50,1.0,647,1856,1856
2,50,1.0,980,1856,1856
2,50,1.0,1385,1856,1856
2,50,1.0,1622,1856,1856
2,50,1.0,1966,1856,1856
2,50,1.0,2231,1856,1856
2,50,1.0,2781,1856,1856
2,50,1.0,2949,1856,1856
2,50,1.0,3190,1856,1856
2,50,0.0,0,1599,2157
2,50,0.0,124,1599,2157
2,50,0.0,409,1697,2157
2,50,0.0,801,1929,2157
2,50,0.0,1248,2021,2157
2,50,0.0,1777,2049,2157
2,50,0.0,2113,2261,2157
2,50,0.0,2504,2435,2157
2,50,0.0,2800,2301,2157
2,50,0.0,3510,2245,2157
2,50,0.0,3726,2361,2157
2,50,0.0,4057,2399,2157
2,50,0.25,0,1713,2157
2,50,0.25,124,1713,2157
2,50,0.25,409,1765,2157
2,50,0.25,801,1757,2157
2,50,0.25,1248,1939,2157
2,50,0.25,1777,1981,2157
2,50,0.25,2113,1921,2157
2,50,0.25,2504,2017,2157
2,50,0.25,2800,2249,2157
2,50,0.25,3510,2145,2157
2,50,0.25,3726,2137,2157
2,50,0.25,4057,1955,2157
2,50,0.5,0,1901,2157
2,50,0.5,124,1901,2157
2,50,0.5,409,1973,2157
2,50,0.5,801,1951,2157
2,50,0.5,1248,2033,2157
2,50,0.5,1777,2085,2157
2,50,0.5,2113,2061,2157
2,50,0.5,2504,1995,2157
2,50,0.5,2800,2235,2157
2,50,0.5,3510,2085,2157
2,50,0.5,3726,2131,2157
2,50,0.5,4057,1989,2157
2,50,0.75,0,2061,2157
2,50,0.75,124,2061,2157
2,50,0.75,409,2083,2157
2,50,0.75,801,2093,2157
2,50,0.75,1248,2127,2157
2,50,0.75,1777,2135,2157
2,50,0.75,2113,2133,2157
2,50,0.75,2504,2101,2157
2,50,0.75,2800,2159,2157
2,50,0.75,3510,2141,2157
2,50,0.75,3726,2177,2157
2,50,0.75,4057,2009,2157
2,50,1.0,0,2157,2157
2,50,1.0,124,2157,2157
2,50,1.0,409,2157,2157
2,50,1.0,801,2157,2157
2,50,1.0,1248,2157,2157
2,50,1.0,1777,2157,2157
2,50,1.0,2113,2157,2157
2,50,1.0,2504,2157,2157
2,50,1.0,2800,2157,2157
2,50,1.0,3510,2157,2157
2,50,1.0,3726,2157,2157
2,50,1.0,4057,2157,2157
2,50,0.0,0,1545,2482
2,50,0.0,122,1545,2482
2,50,0.0,387,1545,2482
2,50,0.0,790,1757,2482
2,50,0.0,1314,1841,2482
2,50,0.0,1559,1913,2482
2,50,0.0,2053,1687,2482
2,50,0.0,2411,2148,2482
2,50,0.0,2877,2197,2482
2,50,0.0,3405,1983,2482
2,50,0.0,3586,2751,2482
2,50,0.0,3976,2755,2482
2,50,0.25,0,1775,2482
2,50,0.25,122,1775,2482
2,50,0.25,387,1775,2482
2,50,0.25,790,1847,2482
2,50,0.25,1314,2065,2482
2,50,0.25,1559,1891,2482
2,50,0.25,2053,1817,2482
2,50,0.25,2411,2165,2482
2,50,0.25,2877,2255,2482
2,50,0.25,3405,2183,2482
2,50,0.25,3586,2275,2482
2,50,0.25,3976,2465,2482
2,50,0.5,0,2049,2482
2,50,0.5,122,2049,2482
2,50,0.5,387,2049,2482
2,50,0.5,790,2007,2482
2,50,0.5,1314,2269,2482
2,50,0.5,1559,2139,2482
2,50,0.5,2053,2069,2482
2,50,0.5,2411,2339,2482
2,50,0.5,2877,2211,2482
2,50,0.5,3405,2261,2482
2,50,0.5,3586,2247,2482
2,50,0.5,3976,2401,2482
2,50,0.75,0,2305,2482
2,50,0.75,122,2305,2482
2,50,0.75,387,2305,2482
2,50,0.75,790,2281,2482
2,50,0.75,1314,2429,2482
2,50,0.75,1559,2327,2482
2,50,0.75,2053,2339,2482
2,50,0.75,2411,2445,2482
2,50,0.75,2877,2307,2482
2,50,0.75,3405,2425,2482
2,50,0.75,3586,2391,2482
2,50,0.75,3976,2509,2482
2,50,1.0,0,2482,2482
2,50,1.0,122,2482,2482
2,50,1.0,387,2482,2482
2,50,1.0,790,2482,2482
2,50,1.0,1314,2482,2482
2,50,1.0,1559,2482,2482
2,50,1.0,2053,2482,2482
2,50,1.0,2411,2482,2482
2,50,1.0,2877,2482,2482
2,50,1.0,3405,2482,2482
2,50,1.0,3586,2482,2482
2,50,1.0,3976,2482,2482
2,50,0.0,0,1401,2411
2,50,0.0,264,1401,2411
2,50,0.0,397,1401,2411
2,50,0.0,751,1565,2411
2,50,0.0,1069,1757,2411
2,50,0.0,1409,1893,2411
2,50,0.0,1893,1823,2411
2,50,0.0,2136,2301,2411
2,50,0.0,2470,1963,2411
2,50,0.0,2816,2265,2411
2,50,0.0,3311,2659,2411
2,50,0.0,3603,2051,2411
2,50,0.25,0,1623,2411
2,50,0.25,264,1623,2411
2,50,0.25,397,1623,2411
2,50,0.25,751,1743,2411
2,50,0.25,1069,1767,2411
2,50,0.25,1409,1849,2411
2,50,0.25,1893,2033,2411
2,50,0.25,2136,1967,2411
2,50,0.25,2470,1970,2411
2,50,0.25,2816,1879,2411
2,50,0.25,3311,2307,2411
2,50,0.25,3603,1829,2411
2,50,0.5,0,1883,2411
2,50,0.5,264,1883,2411
2,50,0.5,397,1883,2411
2,50,0.5,751,1965,2411
2,50,0.5,1069,1941,2411
2,50,0.5,1409,1999,2411
2,50,0.5,1893,2211,2411
2,50,0.5,2136,2059,2411
2,50,0.5,2470,2065,2411
2,50,0.5,2816,2097,2411
2,50,0.5,3311,2315,2411
2,50,0.5,3603,2065,2411
2,50,0.75,0,2161,2411
2,50,0.75,264,2161,2411
2,50,0.75,397,2161,2411
2,50,0.75,751,2219,2411
2,50,0.75,1069,2183,2411
2,50,0.75,1409,2207,2411
2,50,0.75,1893,2283,2411
2,50,0.75,2136,2205,2411
2,50,0.75,2470,2231,2411
2,50,0.75,2816,2287,2411
2,50,0.75,3311,2379,2411
2,50,0.75,3603,2279,2411
2,50,1.0,0,2411,2411
2,50,1.0,264,2411,2411
2,50,1.0,397,2411,2411
2,50,1.0,751,2411,2411
2,50,1.0,1069,2411,2411
2,50,1.0,1409,2411,2411
2,50,1.0,1893,2411,2411
2,50,1.0,2136,2411,2411
2,50,1.0,2470,2411,2411
2,50,1.0,2816,2411,2411
2,50,1.0,3311,2411,2411
2,50,1.0,3603,2411,2411
2,50,0.0,0,1396,2200
2,50,0.0,132,1566,2200
2,50,0.0,367,1510,2200
2,50,0.0,714,1630,2200
2,50,0.0,1235,1396,2200
2,50,0.0,1461,2062,2200
2,50,0.0,1884,1836,2200
2,50,0.0,2129,2219,2200
2,50,0.0,2652,2059,2200
2,50,0.0,2825,2258,2200
2,50,0.0,3291,2390,2200
2,50,0.0,3502,2798,2200
2,50,0.25,0,1629,2200
2,50,0.25,132,1761,2200
2,50,0.25,367,1707,2200
2,50,0.25,714,1634,2200
2,50,0.25,1235,1629,2200
2,50,0.25,1461,1897,2200
2,50,0.25,1884,1613,2200
2,50,0.25,2129,1964,2200
2,50,0.25,2652,1956,2200
2,50,0.25,2825,2166,2200
2,50,0.25,3291,1893,2200
2,50,0.25,3502,2340,2200
2,50,0.5,0,1850,2200
2,50,0.5,132,1952,2200
2,50,0.5,367,1920,2200
2,50,0.5,714,1856,2200
2,50,0.5,1235,1850,2200
2,50,0.5,1461,2016,2200
2,50,0.5,1884,1820,2200
2,50,0.5,2129,2022,2200
2,50,0.5,2652,2004,2200
2,50,0.5,2825,2174,2200
2,50,0.5,3291,1966,2200
2,50,0.5,3502,2198,2200
2,50,0.75,0,2036,2200
2,50,0.75,132,2076,2200
2,50,0.75,367,2094,2200
2,50,0.75,714,2038,2200
2,50,0.75,1235,2036,2200
2,50,0.75,1461,2080,2200
2,50,0.75,1884,2022,2200
2,50,0.75,2129,2082,2200
2,50,0.75,2652,2092,2200
2,50,0.75,2825,2194,2200
2,50,0.75,3291,2130,2200
2,50,0.75,3502,2116,2200
2,50,1.0,0,2200,2200
2,50,1.0,132,2200,2200
2,50,1.0,367,2200,2200
2,50,1.0,714,2200,2200
2,50,1.0,1235,2200,2200
2,50,1.0,1461,2200,2200
2,50,1.0,1884,2200,2200
2,50,1.0,2129,2200,2200
2,50,1.0,2652,2200,2200
2,50,1.0,2825,2200,2200
2,50,1.0,3291,2200,2200
2,50,1.0,3502,2200,2200
2,50,0.0,0,1338,1809
2,50,0.0,81,1404,1809
2,50,0.0,349,1642,1809
2,50,0.0,740,1554,1809
2,50,0.0,1052,1538,1809
2,50,0.0,1409,1338,1809
2,50,0.0,1713,1792,1809
2,50,0.0,2144,1945,1809
2,50,0.0,2393,2192,1809
2,50,0.0,2804,1993,1809
2,50,0.0,3057,2716,1809
2,50,0.0,3408,2241,1809
2,50,0.25,0,1458,1809
2,50,0.25,81,1518,1809
2,50,0.25,349,1456,1809
2,50,0.25,740,1584,1809
2,50,0.25,1052,1664,1809
2,50,0.25,1409,1458,1809
2,50,0.25,1713,1590,1809
2,50,0.25,2144,1618,1809
2,50,0.25,2393,1940,1809
2,50,0.25,2804,1692,1809
2,50,0.25,3057,2262,1809
2,50,0.25,3408,2140,1809
2,50,0.5,0,1601,1809
2,50,0.5,81,1613,1809
2,50,0.5,349,1599,1809
2,50,0.5,740,1679,1809
2,50,0.5,1052,1731,1809
2,50,0.5,1409,1601,1809
2,50,0.5,1713,1693,1809
2,50,0.5,2144,1710,1809
2,50,0.5,2393,1825,1809
2,50,0.5,2804,1750,1809
2,50,0.5,3057,2105,1809
2,50,0.5,3408,1914,1809
2,50,0.75,0,1718,1809
2,50,0.75,81,1726,1809
2,50,0.75,349,1716,1809
2,50,0.75,740,1750,1809
2,50,0.75,1052,1768,1809
2,50,0.75,1409,1718,1809
2,50,0.75,1713,1738,1809
2,50,0.75,2144,1782,1809
2,50,0.75,2393,1770,1809
2,50,0.75,2804,1794,1809
2,50,0.75,3057,1852,1809
2,50,0.75,3408,1800,1809
2,50,1.0,0,1809,1809
2,50,1.0,81,1809,1809
2,50,1.0,349,1809,1809
2,50,1.0,740,1809,1809
2,50,1.0,1052,1809,1809
2,50,1.0,1409,1809,1809
2,50,1.0,1713,1809,1809
2,50,1.0,2144,1809,1809
2,50,1.0,2393,1809,1809
2,50,1.0,2804,1809,1809
2,50,1.0,3057,1809,1809
2,50,1.0,3408,1809,1809
2,50,0.0,0,1551,2320
2,50,0.0,55,1625,2320
2,50,0.0,437,1551,2320
2,50,0.0,779,1877,2320
2,50,0.0,1213,2209,2320
2,50,0.0,1632,2049,2320
2,50,0.0,2178,2167,2320
2,50,0.0,2446,1979,2320
2,50,0.0,2894,2425,2320
2,50,0.0,3130,2465,2320
2,50,0.0,3617,2327,2320
2,50,0.0,4135,2757,2320
2,50,0.25,0,1798,2320
2,50,0.25,55,1840,2320
2,50,0.25,437,1798,2320
2,50,0.25,779,1989,2320
2,50,0.25,1213,2094,2320
2,50,0.25,1632,2182,2320
2,50,0.25,2178,2210,2320
2,50,0.25,2446,2150,2320
2,50,0.25,2894,2324,2320
2,50,0.25,3130,2594,2320
2,50,0.25,3617,2294,2320
2,50,0.25,4135,2566,2320
2,50,0.5,0,2037,2320
2,50,0.5,55,2027,2320
2,50,0.5,437,2037,2320
2,50,0.5,779,2155,2320
2,50,0.5,1213,2211,2320
2,50,0.5,1632,2253,2320
2,50,0.5,2178,2189,2320
2,50,0.5,2446,2301,2320
2,50,0.5,2894,2190,2320
2,50,0.5,3130,2495,2320
2,50,0.5,3617,2275,2320
2,50,0.5,4135,2331,2320
2,50,0.75,0,2220,2320
2,50,0.75,55,2220,2320
2,50,0.75,437,2220,2320
2,50,0.75,779,2264,2320
2,50,0.75,1213,2288,2320
2,50,0.75,1632,2320,2320
2,50,0.75,2178,2230,2320
2,50,0.75,2446,2300,2320
2,50,0.75,2894,2234,2320
2,50,0.75,3130,2402,2320
2,50,0.75,3617,2276,2320
2,50,0.75,4135,2210,2320
2,50,1.0,0,2320,2320
2,50,1.0,55,2320,2320
2,50,1.0,437,2320,2320
2,50,1.0,779,2320,2320
2,50,1.0,1213,2320,2320
2,50,1.0,1632,2320,2320
2,50,1.0,2178,2320,2320
2,50,1.0,2446,2320,2320
2,50,1.0,2894,2320,2320
2,50,1.0,3130,2320,2320
2,50,1.0,3617,2320,2320
2,50,1.0,4135,2320,2320
2,50,0.0,0,1344,1925
2,50,0.0,140,1456,1925
2,50,0.0,428,1344,1925
2,50,0.0,860,1456,1925
2,50,0.0,1009,1544,1925
2,50,0.0,1375,1656,1925
2,50,0.0,1796,1920,1925
2,50,0.0,2020,1832,1925
2,50,0.0,2482,2278,1925
2,50,0.0,2694,1862,1925
2,50,0.0,3113,2496,1925
2,50,0.0,3501,2358,1925
2,50,0.25,0,1534,1925
2,50,0.25,140,1576,1925
2,50,0.25,428,1534,1925
2,50,0.25,860,1576,1925
2,50,0.25,1009,1700,1925
2,50,0.25,1375,1542,1925
2,50,0.25,1796,1972,1925
2,50,0.25,2020,1928,1925
2,50,0.25,2482,2084,1925
2,50,0.25,2694,2032,1925
2,50,0.25,3113,2162,1925
2,50,0.25,3501,2184,1925
2,50,0.5,0,1710,1925
2,50,0.5,140,1724,1925
2,50,0.5,428,1710,1925
2,50,0.5,860,1724,1925
2,50,0.5,1009,1762,1925
2,50,0.5,1375,1682,1925
2,50,0.5,1796,1890,1925
2,50,0.5,2020,2000,1925
2,50,0.5,2482,2098,1925
2,50,0.5,2694,1980,1925
2,50,0.5,3113,2118,1925
2,50,0.5,3501,2118,1925
2,50,0.75,0,1788,1925
2,50,0.75,140,1792,1925
2,50,0.75,428,1788,1925
2,50,0.75,860,1792,1925
2,50,0.75,1009,1794,1925
2,50,0.75,1375,1844,1925
2,50,0.75,1796,1837,1925
2,50,0.75,2020,1918,1925
2,50,0.75,2482,1951,1925
2,50,0.75,2694,1864,1925
2,50,0.75,3113,1953,1925
2,50,0.75,3501,1935,1925
2,50,1.0,0,1925,1925
2,50,1.0,140,1925,1925
2,50,1.0,428,1925,1925
2,50,1.0,860,1925,1925
2,50,1.0,1009,1925,1925
2,50,1.0,1375,1925,1925
2,50,1.0,1796,1925,1925
2,50,1.0,2020,1925,1925
2,50,1.0,2482,1925,1925
2,50,1.0,2694,1925,1925
2,50,1.0,3113,1925,1925
2,50,1.0,3501,1925,1925
2,50,0.0,0,1670,2408
2,50,0.0,193,1670,2408
2,50,0.0,453,1854,2408
2,50,0.0,886,1964,2408
2,50,0.0,1260,2122,2408
2,50,0.0,1686,1918,2408
2,50,0.0,2098,2188,2408
2,50,0.0,2554,2300,2408
2,50,0.0,3042,2076,2408
2,50,0.0,3420,2538,2408
2,50,0.0,3950,2419,2408
2,50,0.0,4399,2740,2408
2,50,0.25,0,1896,2408
2,50,0.25,193,1896,2408
2,50,0.25,453,2076,2408
2,50,0.25,886,2052,2408
2,50,0.25,1260,1894,2408
2,50,0.25,1686,2208,2408
2,50,0.25,2098,2346,2408
2,50,0.25,2554,2348,2408
2,50,0.25,3042,2068,2408
2,50,0.25,3420,2420,2408
2,50,0.25,3950,2258,2408
2,50,0.25,4399,2634,2408
2,50,0.5,0,2090,2408
2,50,0.5,193,2090,2408
2,50,0.5,453,2238,2408
2,50,0.5,886,2216,2408
2,50,0.5,1260,2052,2408
2,50,0.5,1686,2358,2408
2,50,0.5,2098,2454,2408
2,50,0.5,2554,2256,2408
2,50,0.5,3042,2222,2408
2,50,0.5,3420,2526,2408
2,50,0.5,3950,2288,2408
2,50,0.5,4399,2508,2408
2,50,0.75,0,2298,2408
2,50,0.75,193,2298,2408
2,50,0.75,453,2348,2408
2,50,0.75,886,2348,2408
2,50,0.75,1260,2276,2408
2,50,0.75,1686,2432,2408
2,50,0.75,2098,2412,2408
2,50,0.75,2554,2266,2408
2,50,0.75,3042,2350,2408
2,50,0.75,3420,2438,2408
2,50,0.75,3950,2380,2408
2,50,0.75,4399,2404,2408
2,50,1.0,0,2408,2408
2,50,1.0,193,2408,2408
2,50,1.0,453,2408,2408
2,50,1.0,886,2408,2408
2,50,1.0,1260,2408,2408
2,50,1.0,1686,2408,2408
2,50,1.0,2098,2408,2408
2,50,1.0,2554,2408,2408
2,50,1.0,3042,2408,2408
2,50,1.0,3420,2408,2408
2,50,1.0,3950,2408,2408
2,50,1.0,4399,2408,2408
2,50,0.0,0,1657,2443
2,50,0.0,115,1749,2443
2,50,0.0,416,1657,2443
2,50,0.0,968,1977,2443
2,50,0.0,1479,1869,2443
2,50,0.0,1855,2233,2443
2,50,0.0,2096,2649,2443
2,50,0.0,2592,2691,2443
