NumberOfServers,NumberOfRequests,Lmbda,Eta,OptCost,DC,LDC,RobustFtp
5,1000,0,0,8685,11439,8685,10155
5,1000,0,0,8685,11439,8685,10155
5,1000,0,0,8685,11439,8685,10155
5,1000,0,0,8685,11439,8685,10155
5,1000,0,0,8685,11439,8685,10155
5,1000,0,624935,8685,11439,8689,10159
5,1000,0,262594,8685,11439,8869,10339
5,1000,0,25774,8685,11439,9045,10155
5,1000,0,42,8685,11439,8685,10155
5,1000,0,649067,8685,11439,8685,10155
5,1000,0,831868,8685,11439,8685,10155
5,1000,0,1109939,8685,11439,8895,10365
5,1000,0,1223667,8685,11439,8687,10155
5,1000,0,702886,8685,11439,8685,10155
5,1000,0,1302171,8685,11439,10583,11911
5,1000,0,1461508,8685,11439,8883,10353
5,1000,0,1941308,8685,11439,10909,12369
5,1000,0,1931597,8685,11439,8685,10155
5,1000,0,1819877,8685,11439,10877,12299
5,1000,0,1952968,8685,11439,10957,12415
5,1000,0,2515335,8685,11439,10641,12085
5,1000,0,2343429,8685,11439,8895,10353
5,1000,0,2527943,8685,11439,9077,10543
5,1000,0,2294967,8685,11439,8699,10155
5,1000,0,2605237,8685,11439,10591,12047
5,1000,0,2928368,8685,11439,9453,14351
5,1000,0,2807622,8685,11439,10469,11929
5,1000,0,3088172,8685,11439,10597,11911
5,1000,0,3070629,8685,11439,9071,13969
5,1000,0,3256386,8685,11439,11115,12267
5,1000,0,3363975,8685,11439,8935,10361
5,1000,0,3339422,8685,11439,8699,10169
5,1000,0,3696209,8685,11439,11021,12087
5,1000,0,3344272,8685,11439,9295,10765
5,1000,0,3908074,8685,11439,11079,15985
5,1000,0,4345840,8685,11439,10681,12109
5,1000,0,4495461,8685,11439,11214,12322
5,1000,0,4178413,8685,11439,12829,17723
5,1000,0,3973312,8685,11439,9002,10430
5,1000,0,4558412,8685,11439,8855,10325
5,1000,0,4639207,8685,11439,8933,10353
5,1000,0,4911644,8685,11439,9047,10155
5,1000,0,4785857,8685,11439,11147,12543
5,1000,0,4621599,8685,11439,12795,17653
5,1000,0,5200872,8685,11439,11129,16003
5,1000,0,5411053,8685,11439,11061,15969
5,1000,0,5325034,8685,11439,12611,13785
5,1000,0,5341933,8685,11439,11141,15847
5,1000,0,5249716,8685,11439,11155,12433
5,1000,0,5439249,8685,11439,10787,12275
5,1000,0.1,0,8685,11439,9281.467041015625,10155
5,1000,0.1,0,8685,11439,9281.467041015625,10155
5,1000,0.1,0,8685,11439,9281.467041015625,10155
5,1000,0.1,0,8685,11439,9281.467041015625,10155
5,1000,0.1,0,8685,11439,9281.467041015625,10155
5,1000,0.1,624935,8685,11439,9285.39501953125,10159
5,1000,0.1,262594,8685,11439,9302.2568359375,10339
5,1000,0.1,25774,8685,11439,9265.626708984375,10155
5,1000,0.1,42,8685,11439,9281.467041015625,10155
5,1000,0.1,649067,8685,11439,9281.467041015625,10155
5,1000,0.1,831868,8685,11439,9281.467041015625,10155
5,1000,0.1,1109939,8685,11439,9279.489013671875,10365
5,1000,0.1,1223667,8685,11439,9283.947265625,10155
5,1000,0.1,702886,8685,11439,9281.467041015625,10155
5,1000,0.1,1302171,8685,11439,9469.56884765625,11911
5,1000,0.1,1461508,8685,11439,9273.547119140625,10353
5,1000,0.1,1941308,8685,11439,9520.532958984375,12369
5,1000,0.1,1931597,8685,11439,9281.467041015625,10155
5,1000,0.1,1819877,8685,11439,9551.82421875,12299
5,1000,0.1,1952968,8685,11439,9305.9404296875,12415
5,1000,0.1,2515335,8685,11439,9334.827392578125,12085
5,1000,0.1,2343429,8685,11439,9357.357177734375,10353
5,1000,0.1,2527943,8685,11439,9479.377197265625,10543
5,1000,0.1,2294967,8685,11439,9295.414794921875,10155
5,1000,0.1,2605237,8685,11439,9304.536865234375,12047
5,1000,0.1,2928368,8685,11439,9496.961181640625,14351
5,1000,0.1,2807622,8685,11439,9319.1279296875,11929
5,1000,0.1,3088172,8685,11439,9326.51220703125,11911
5,1000,0.1,3070629,8685,11439,9292.31103515625,13969
5,1000,0.1,3256386,8685,11439,9662.3583984375,12267
5,1000,0.1,3363975,8685,11439,9367.949462890625,10361
5,1000,0.1,3339422,8685,11439,9297.656982421875,10169
5,1000,0.1,3696209,8685,11439,9331.69140625,12087
