NumberOfServers,NumberOfRequests,Lmbda,Eta,OptCost,DC,LDC,RobustFtp
100,1000,0,0,8685,11439,8685,10155
100,1000,0,0,8685,11439,8685,10155
100,1000,0,0,8685,11439,8685,10155
100,1000,0,0,8685,11439,8685,10155
100,1000,0,0,8685,11439,8685,10155
100,1000,0,6740785,8685,11439,8935,10365
100,1000,0,8620153,8685,11439,10963,12273
100,1000,0,1156693,8685,11439,10615,11911
100,1000,0,13396329,8685,11439,11325,12419
100,1000,0,3929000,8685,11439,10633,11921
100,1000,0,15920124,8685,11439,10973,12251
100,1000,0,22277425,8685,11439,10909,12237
100,1000,0,26280981,8685,11439,12721,13951
100,1000,0,29528032,8685,11439,15006,16098
100,1000,0,24735296,8685,11439,11384,12620
100,1000,0,31905469,8685,11439,13199,14107
100,1000,0,34847506,8685,11439,13293,14173
100,1000,0,33747785,8685,11439,11357,12455
100,1000,0,40657621,8685,11439,13309,14259
100,1000,0,43453268,8685,11439,13411,18025
100,1000,0,50188686,8685,11439,15095,16069
100,1000,0,47719544,8685,11439,11477,12579
100,1000,0,58788744,8685,11439,15435,19903
100,1000,0,57299892,8685,11439,16713,25771
100,1000,0,48028098,8685,11439,12907,14149
100,1000,0,71194544,8685,11439,15247,16053
100,1000,0,62873980,8685,11439,15246,15758
100,1000,0,73351436,8685,11439,17172,22129
100,1000,0,66917373,8685,11439,15513,19909
100,1000,0,67319803,8685,11439,15378,19890
100,1000,0,84347006,8685,11439,15617,19963
100,1000,0,81523363,8685,11439,16815,25457
100,1000,0,75264848,8685,11439,13367,17927
100,1000,0,74071441,8685,11439,15121,19767
100,1000,0,84411434,8685,11439,18578,15327
100,1000,0,97100430,8685,11439,15059,19709
100,1000,0,89526485,8685,11439,18833,29651
100,1000,0,100373358,8685,11439,16715,29289
100,1000,0,99839714,8685,11439,18996,25947
100,1000,0,101688472,8685,11439,24516,15235
100,1000,0,106925966,8685,11439,17249,29725
100,1000,0,112249283,8685,11439,16950,29655
100,1000,0,107406309,8685,11439,16945,29635
100,1000,0,111743604,8685,11439,14878,15782
100,1000,0,106704603,8685,11439,16923,25557
100,1000,0,120081218,8685,11439,14967,19527
100,1000,0,119379878,8685,11439,16973,25641
100,1000,0,118175836,8685,11439,15479,20123
100,1000,0,119026601,8685,11439,15189,20007
100,1000,0,121700518,8685,11439,20395,29701
100,1000,0.1,0,8685,11439,9281.467041015625,10155
100,1000,0.1,0,8685,11439,9281.467041015625,10155
100,1000,0.1,0,8685,11439,9281.467041015625,10155
100,1000,0.1,0,8685,11439,9281.467041015625,10155
100,1000,0.1,0,8685,11439,9281.467041015625,10155
100,1000,0.1,6740785,8685,11439,9406.8759765625,10365
100,1000,0.1,8620153,8685,11439,9409.2685546875,12273
100,1000,0.1,1156693,8685,11439,9323.04931640625,11911
100,1000,0.1,13396329,8685,11439,9591.583740234375,12419
100,1000,0.1,3929000,8685,11439,9342.82373046875,11921
100,1000,0.1,15920124,8685,11439,9524.951171875,12251
100,1000,0.1,22277425,8685,11439,9565.135009765625,12237
100,1000,0.1,26280981,8685,11439,10589.57861328125,13951
100,1000,0.1,29528032,8685,11439,9955.438232421875,16098
100,1000,0.1,24735296,8685,11439,9700.6865234375,12620
100,1000,0.1,31905469,8685,11439,9925.08203125,14107
