NumberOfServers,NumberOfRequests,Lmbda,Eta,OptCost,DC,LDC,RobustFtp
10,1000,0,0,8685,11439,8685,10155
10,1000,0,0,8685,11439,8685,10155
10,1000,0,0,8685,11439,8685,10155
10,1000,0,0,8685,11439,8685,10155
10,1000,0,0,8685,11439,8685,10155
10,1000,0,1449030,8685,11439,8685,10155
10,1000,0,1104734,8685,11439,8685,10155
10,1000,0,329857,8685,11439,8899,10353
10,1000,0,1283495,8685,11439,9057,10527
10,1000,0,1475444,8685,11439,8913,10371
10,1000,0,1552646,8685,11439,8687,10157
10,1000,0,2346379,8685,11439,10443,11911
10,1000,0,1693501,8685,11439,8873,10169
10,1000,0,1570229,8685,11439,8883,10353
10,1000,0,2952895,8685,11439,8899,10369
10,1000,0,4275518,8685,11439,8885,10355
10,1000,0,4081046,8685,11439,10981,12451
10,1000,0,4212219,8685,11439,8699,10155
10,1000,0,3732229,8685,11439,10667,12073
10,1000,0,4429268,8685,11439,8905,10361
10,1000,0,4715999,8685,11439,10947,15897
10,1000,0,4472814,8685,11439,8697,10155
10,1000,0,4445463,8685,11439,10789,12075
10,1000,0,4976905,8685,11439,10469,11911
10,1000,0,5905540,8685,11439,11019,12311
10,1000,0,6124519,8685,11439,9093,13989
10,1000,0,6202931,8685,11439,10799,12097
10,1000,0,6920198,8685,11439,11043,12389
10,1000,0,6307790,8685,11439,10737,12257
10,1000,0,7379268,8685,11439,8781,10239
10,1000,0,7924522,8685,11439,10793,12111
10,1000,0,7826639,8685,11439,11003,12445
10,1000,0,8153652,8685,11439,9417,14279
10,1000,0,8417549,8685,11439,11193,15933
10,1000,0,8858693,8685,11439,11427,12511
10,1000,0,9660149,8685,11439,10983,15725
10,1000,0,8993896,8685,11439,11175,12251
10,1000,0,9534695,8685,11439,9261,10341
10,1000,0,9549271,8685,11439,10789,12099
10,1000,0,10330670,8685,11439,10977,15655
10,1000,0,11371996,8685,11439,12993,17887
10,1000,0,10528287,8685,11439,11221,12135
10,1000,0,11088551,8685,11439,11009,15773
10,1000,0,10500670,8685,11439,10833,12251
10,1000,0,11806661,8685,11439,11177,15639
10,1000,0,12222028,8685,11439,10797,12187
10,1000,0,12189102,8685,11439,11090,15852
10,1000,0,11844158,8685,11439,11093,15881
10,1000,0,11998546,8685,11439,11011,15903
10,1000,0,12384781,8685,11439,10902,15818
10,1000,0.1,0,8685,11439,9280.755859375,10155
10,1000,0.1,0,8685,11439,9280.755859375,10155
10,1000,0.1,0,8685,11439,9280.755859375,10155
10,1000,0.1,0,8685,11439,9280.755859375,10155
10,1000,0.1,0,8685,11439,9280.755859375,10155
10,1000,0.1,1449030,8685,11439,9280.755859375,10155
10,1000,0.1,1104734,8685,11439,9280.755859375,10155
10,1000,0.1,329857,8685,11439,9359.535888671875,10353
10,1000,0.1,1283495,8685,11439,9634.45556640625,10527
10,1000,0.1,1475444,8685,11439,9283.416015625,10371
10,1000,0.1,1552646,8685,11439,9282.47412109375,10157
10,1000,0.1,2346379,8685,11439,9676.757568359375,11911
10,1000,0.1,1693501,8685,11439,9281.6875,10169
10,1000,0.1,1570229,8685,11439,9301.545654296875,10353
10,1000,0.1,2952895,8685,11439,9276.7958984375,10369
10,1000,0.1,4275518,8685,11439,9462.9228515625,10355
10,1000,0.1,4081046,8685,11439,9340.6552734375,12451
10,1000,0.1,4212219,8685,11439,9295.087890625,10155
10,1000,0.1,3732229,8685,11439,9951.4609375,12073
10,1000,0.1,4429268,8685,11439,9290.85400390625,10361
10,1000,0.1,4715999,8685,11439,9296.595947265625,15897
10,1000,0.1,4472814,8685,11439,9295.7265625,10155
10,1000,0.1,4445463,8685,11439,9353.728759765625,12075
10,1000,0.1,4976905,8685,11439,9307.031005859375,11911
10,1000,0.1,5905540,8685,11439,9356.9873046875,12311
10,1000,0.1,6124519,8685,11439,9330.671630859375,13989
10,1000,0.1,6202931,8685,11439,9486.69140625,12097
10,1000,0.1,6920198,8685,11439,9602.507080078125,12389
10,1000,0.1,6307790,8685,11439,9459.143798828125,12257
10,1000,0.1,7379268,8685,11439,9393.19384765625,10239
10,1000,0.1,7924522,8685,11439,9568.435546875,12111
10,1000,0.1,7826639,8685,11439,9374.228515625,12445
10,1000,0.1,8153652,8685,11439,9485.55224609375,14279
10,1000,0.1,8417549,8685,11439,9347.29296875,15933
10,1000,0.1,8858693,8685,11439,9498.802734375,12511
10,1000,0.1,9660149,8685,11439,9314.547119140625,15725
10,1000,0.1,8993896,8685,11439,9335.573486328125,12251
10,1000,0.1,9534695,8685,11439,9425.333251953125,10341
10,1000,0.1,9549271,8685,11439,9400.177490234375,12099
10,1000,0.1,10330670,8685,11439,9298.251220703125,15655
10,1000,0.1,11371996,8685,11439,9643.808837890625,17887
10,1000,0.1,10528287,8685,11439,9397.218994140625,12135
10,1000,0.1,11088551,8685,11439,9348.740478515625,15773
10,1000,0.1,10500670,8685,11439,9531.6298828125,12251
10,1000,0.1,11806661,8685,11439,9348.298095703125,15639
10,1000,0.1,12222028,8685,11439,9425.0654296875,12187
10,1000,0.1,12189102,8685,11439,9376.84228515625,15852
10,1000,0.1,11844158,8685,11439,9476.52099609375,15881
10,1000,0.1,11998546,8685,11439,9472.217041015625,15903
10,1000,0.1,12384781,8685,11439,9409.19482421875,15818
10,1000,0.2,0,8685,11439,9802.281494140625,10155
10,1000,0.2,0,8685,11439,9802.281494140625,10155
10,1000,0.2,0,8685,11439,9802.281494140625,10155
10,1000,0.2,0,8685,11439,9802.281494140625,10155
10,1000,0.2,0,8685,11439,9802.281494140625,10155
10,1000,0.2,1449030,8685,11439,9802.281494140625,10155
10,1000,0.2,1104734,8685,11439,9802.281494140625,10155
10,1000,0.2,329857,8685,11439,9844.521484375,10353
10,1000,0.2,1283495,8685,11439,9992.361572265625,10527
10,1000,0.2,1475444,8685,11439,9805.52197265625,10371
10,1000,0.2,1552646,8685,11439,9803.75341796875,10157
10,1000,0.2,2346379,8685,11439,9994.28125,11911
10,1000,0.2,1693501,8685,11439,9807.29736328125,10169
10,1000,0.2,1570229,8685,11439,9812.841796875,10353
10,1000,0.2,2952895,8685,11439,9798.441650390625,10369
10,1000,0.2,4275518,8685,11439,9897.552490234375,10355
10,1000,0.2,4081046,8685,11439,9831.680419921875,12451
10,1000,0.2,4212219,8685,11439,9816.577880859375,10155
10,1000,0.2,3732229,8685,11439,10136.258056640625,12073
10,1000,0.2,4429268,8685,11439,9806.505615234375,10361
10,1000,0.2,4715999,8685,11439,9808.041748046875,15897
10,1000,0.2,4472814,8685,11439,9801.3212890625,10155
10,1000,0.2,4445463,8685,11439,9840.3046875,12075
10,1000,0.2,4976905,8685,11439,9812.841552734375,11911
10,1000,0.2,5905540,8685,11439,9833.001708984375,12311
10,1000,0.2,6124519,8685,11439,9793.1982421875,13989
10,1000,0.2,6202931,8685,11439,9915.015869140625,12097
10,1000,0.2,6920198,8685,11439,9960.68115234375,12389
10,1000,0.2,6307790,8685,11439,9899.417724609375,12257
10,1000,0.2,7379268,8685,11439,9887.72119140625,10239
10,1000,0.2,7924522,8685,11439,9920.39892578125,12111
10,1000,0.2,7826639,8685,11439,9861.787353515625,12445
10,1000,0.2,8153652,8685,11439,9927.465576171875,14279
10,1000,0.2,8417549,8685,11439,9822.746337890625,15933
10,1000,0.2,8858693,8685,11439,9855.906494140625,12511
10,1000,0.2,9660149,8685,11439,9812.74658203125,15725
10,1000,0.2,8993896,8685,11439,9795.489990234375,12251
10,1000,0.2,9534695,8685,11439,9873.562255859375,10341
10,1000,0.2,9549271,8685,11439,9871.99853515625,12099
10,1000,0.2,10330670,8685,11439,9815.6015625,15655
10,1000,0.2,11371996,8685,11439,10038.969970703125,17887
10,1000,0.2,10528287,8685,11439,9884.4345703125,12135
10,1000,0.2,11088551,8685,11439,9827.536376953125,15773
10,1000,0.2,10500670,8685,11439,9922.176513671875,12251
10,1000,0.2,11806661,8685,11439,9831.568359375,15639
10,1000,0.2,12222028,8685,11439,9880.987060546875,12187
10,1000,0.2,12189102,8685,11439,9830.52001953125,15852
10,1000,0.2,11844158,8685,11439,9916.9921875,15881
10,1000,0.2,11998546,8685,11439,9888.68115234375,15903
10,1000,0.2,12384781,8685,11439,9866.658203125,15818
10,1000,0.3,0,8685,11439,10137.435546875,10155
10,1000,0.3,0,8685,11439,10137.435546875,10155
10,1000,0.3,0,8685,11439,10137.435546875,10155
10,1000,0.3,0,8685,11439,10137.435546875,10155
10,1000,0.3,0,8685,11439,10137.435546875,10155
10,1000,0.3,1449030,8685,11439,10137.435546875,10155
10,1000,0.3,1104734,8685,11439,10137.435546875,10155
10,1000,0.3,329857,8685,11439,10156.5458984375,10353
10,1000,0.3,1283495,8685,11439,10263.015869140625,10527
10,1000,0.3,1475444,8685,11439,10141.175048828125,10371
10,1000,0.3,1552646,8685,11439,10138.688232421875,10157
10,1000,0.3,2346379,8685,11439,10258.76904296875,11911
10,1000,0.3,1693501,8685,11439,10137.489501953125,10169
10,1000,0.3,1570229,8685,11439,10144.411865234375,10353
10,1000,0.3,2952895,8685,11439,10133.79541015625,10369
10,1000,0.3,4275518,8685,11439,10200.581298828125,10355
10,1000,0.3,4081046,8685,11439,10161.269775390625,12451
10,1000,0.3,4212219,8685,11439,10151.38916015625,10155
10,1000,0.3,3732229,8685,11439,10158.364990234375,12073
10,1000,0.3,4429268,8685,11439,10133.79541015625,10361
10,1000,0.3,4715999,8685,11439,10139.86181640625,15897
10,1000,0.3,4472814,8685,11439,10136.52587890625,10155
10,1000,0.3,4445463,8685,11439,10157.456298828125,12075
10,1000,0.3,4976905,8685,11439,10144.412109375,11911
10,1000,0.3,5905540,8685,11439,10152.9052734375,12311
10,1000,0.3,6124519,8685,11439,10128.3359375,13989
10,1000,0.3,6202931,8685,11439,10193.929443359375,12097
10,1000,0.3,6920198,8685,11439,10242.086181640625,12389
10,1000,0.3,6307790,8685,11439,10206.182373046875,12257
10,1000,0.3,7379268,8685,11439,10212.6474609375,10239
10,1000,0.3,7924522,8685,11439,10225.290283203125,12111
10,1000,0.3,7826639,8685,11439,10161.712158203125,12445
10,1000,0.3,8153652,8685,11439,10220.13232421875,14279
10,1000,0.3,8417549,8685,11439,10148.07666015625,15933
10,1000,0.3,8858693,8685,11439,10278.7822265625,12511
10,1000,0.3,9660149,8685,11439,10139.25634765625,15725
10,1000,0.3,8993896,8685,11439,10125.605224609375,12251
10,1000,0.3,9534695,8685,11439,10181.8017578125,10341
10,1000,0.3,9549271,8685,11439,10198.9404296875,12099
10,1000,0.3,10330670,8685,11439,10144.03515625,15655
10,1000,0.3,11371996,8685,11439,10314.146484375,17887
10,1000,0.3,10528287,8685,11439,10197.949951171875,12135
10,1000,0.3,11088551,8685,11439,10148.551513671875,15773
10,1000,0.3,10500670,8685,11439,10215.392333984375,12251
10,1000,0.3,11806661,8685,11439,10142.9248046875,15639
10,1000,0.3,12222028,8685,11439,10152.298095703125,12187
10,1000,0.3,12189102,8685,11439,10144.109619140625,15852
10,1000,0.3,11844158,8685,11439,10228.031494140625,15881
10,1000,0.3,11998546,8685,11439,10169.589111328125,15903
10,1000,0.3,12384781,8685,11439,10179.981689453125,15818
10,1000,0.4,0,8685,11439,10537.16259765625,10155
10,1000,0.4,0,8685,11439,10537.16259765625,10155
10,1000,0.4,0,8685,11439,10537.16259765625,10155
10,1000,0.4,0,8685,11439,10537.16259765625,10155
10,1000,0.4,0,8685,11439,10537.16259765625,10155
10,1000,0.4,1449030,8685,11439,10537.16259765625,10155
10,1000,0.4,1104734,8685,11439,10537.16259765625,10155
10,1000,0.4,329857,8685,11439,10550.6025390625,10353
10,1000,0.4,1283495,8685,11439,10627.882568359375,10527
10,1000,0.4,1475444,8685,11439,10541.322265625,10371
10,1000,0.4,1552646,8685,11439,10538.21875,10157
10,1000,0.4,2346379,8685,11439,10621.16259765625,11911
10,1000,0.4,1693501,8685,11439,10551.48046875,10169
10,1000,0.4,1570229,8685,11439,10542.202880859375,10353
10,1000,0.4,2952895,8685,11439,10533.802734375,10369
10,1000,0.4,4275518,8685,11439,10586.352783203125,10355
10,1000,0.4,4081046,8685,11439,10557.742919921875,12451
10,1000,0.4,4212219,8685,11439,10547.24267578125,10155
10,1000,0.4,3732229,8685,11439,10553.962890625,12073
10,1000,0.4,4429268,8685,11439,10533.802734375,10361
10,1000,0.4,4715999,8685,11439,10540.5615234375,15897
10,1000,0.4,4472814,8685,11439,10536.322265625,10155
10,1000,0.4,4445463,8685,11439,10551.44287109375,12075
10,1000,0.4,4976905,8685,11439,10542.202880859375,11911
10,1000,0.4,5905540,8685,11439,10538.8427734375,12311
10,1000,0.4,6124519,8685,11439,10542.842041015625,13989
10,1000,0.4,6202931,8685,11439,10578.2001953125,12097
10,1000,0.4,6920198,8685,11439,10610.662841796875,12389
10,1000,0.4,6307790,8685,11439,10591.93017578125,12257
10,1000,0.4,7379268,8685,11439,10600.49853515625,10239
10,1000,0.4,7924522,8685,11439,10607.34130859375,12111
10,1000,0.4,7826639,8685,11439,10556.7333984375,12445
10,1000,0.4,8153652,8685,11439,10617.641357421875,14279
10,1000,0.4,8417549,8685,11439,10542.30517578125,15933
10,1000,0.4,8858693,8685,11439,10534.30029296875,12511
10,1000,0.4,9660149,8685,11439,10539.00146484375,15725
10,1000,0.4,8993896,8685,11439,10545.4013671875,12251
10,1000,0.4,9534695,8685,11439,10582.521728515625,10341
10,1000,0.4,9549271,8685,11439,10593.819091796875,12099
10,1000,0.4,10330670,8685,11439,10564.301025390625,15655
10,1000,0.4,11371996,8685,11439,10679.914794921875,17887
10,1000,0.4,10528287,8685,11439,10580.842041015625,12135
10,1000,0.4,11088551,8685,11439,10575.021240234375,15773
10,1000,0.4,10500670,8685,11439,10593.0224609375,12251
10,1000,0.4,11806661,8685,11439,10533.9619140625,15639
10,1000,0.4,12222028,8685,11439,10549.180908203125,12187
10,1000,0.4,12189102,8685,11439,10560.00146484375,15852
10,1000,0.4,11844158,8685,11439,10617.673095703125,15881
10,1000,0.4,11998546,8685,11439,10579.321533203125,15903
10,1000,0.4,12384781,8685,11439,10593.20166015625,15818
10,1000,0.5,0,8685,11439,10754.5625,10155
10,1000,0.5,0,8685,11439,10754.5625,10155
10,1000,0.5,0,8685,11439,10754.5625,10155
10,1000,0.5,0,8685,11439,10754.5625,10155
10,1000,0.5,0,8685,11439,10754.5625,10155
10,1000,0.5,1449030,8685,11439,10754.5625,10155
10,1000,0.5,1104734,8685,11439,10754.5625,10155
10,1000,0.5,329857,8685,11439,10764.3125,10353
10,1000,0.5,1283495,8685,11439,10822.0625,10527
10,1000,0.5,1475444,8685,11439,10759.0625,10371
10,1000,0.5,1552646,8685,11439,10755.4375,10157
10,1000,0.5,2346379,8685,11439,10814.5625,11911
10,1000,0.5,1693501,8685,11439,10751.5625,10169
10,1000,0.5,1570229,8685,11439,10758.3125,10353
10,1000,0.5,2952895,8685,11439,10751.5625,10369
10,1000,0.5,4275518,8685,11439,10795.625,10355
10,1000,0.5,4081046,8685,11439,10770.3125,12451
10,1000,0.5,4212219,8685,11439,10751.5625,10155
10,1000,0.5,3732229,8685,11439,10756.8125,12073
10,1000,0.5,4429268,8685,11439,10751.5625,10361
10,1000,0.5,4715999,8685,11439,10754.5625,15897
10,1000,0.5,4472814,8685,11439,10753.8125,10155
10,1000,0.5,4445463,8685,11439,10762.0625,12075
10,1000,0.5,4976905,8685,11439,10758.3125,11911
10,1000,0.5,5905540,8685,11439,10753.8125,12311
10,1000,0.5,6124519,8685,11439,10747.0625,13989
10,1000,0.5,6202931,8685,11439,10786.0625,12097
10,1000,0.5,6920198,8685,11439,10804.8125,12389
10,1000,0.5,6307790,8685,11439,10783.3125,12257
10,1000,0.5,7379268,8685,11439,10805,10239
10,1000,0.5,7924522,8685,11439,10795.0625,12111
10,1000,0.5,7826639,8685,11439,10765.1875,12445
10,1000,0.5,8153652,8685,11439,10773.3125,14279
10,1000,0.5,8417549,8685,11439,10739.6875,15933
10,1000,0.5,8858693,8685,11439,10860.5625,12511
10,1000,0.5,9660149,8685,11439,10735.0625,15725
10,1000,0.5,8993896,8685,11439,10728.3125,12251
10,1000,0.5,9534695,8685,11439,10754.5625,10341
